gene_name,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway
PLEKHH2,ENSG00000152527,3,3,Pleckstrin homology domain-containing family H member 2,Cytoplasm,pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;fibroblast of lung,
PLEKHM2,ENSG00000116786,3,3,Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2) (Salmonella-induced filaments A and kinesin-interacting protein) (SifA and kinesin-interacting protein),Cytoplasm,respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;fibroblast of mammary gland,
PLEKHO1,ENSG00000023902,2,2,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),Cell membrane,"myometrial cell;platelet;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell",
PLG,ENSG00000122194,2,2,Plasminogen,Secreted,hepatoblast;epithelial cell;epithelial cell of proximal tubule;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;Kupffer cell;hepatic stellate cell,PARs
PLIN1,ENSG00000166819,3,3,Perilipin-1 (Lipid droplet-associated protein),Endoplasmic reticulum,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
PLIN2,ENSG00000147872,3,2,Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP),Membrane,elicited macrophage;alternatively activated macrophage;extravillous trophoblast;basophil;mast cell;mucosal type mast cell;fibroblast of breast;adventitial cell,
PLIN4,ENSG00000167676,3,3,Perilipin-4 (Adipocyte protein S3-12),Cell membrane,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
PLIN5,ENSG00000214456,2,2,Perilipin-5 (Lipid storage droplet protein 5),Lipid droplet,epicardial adipocyte;adipocyte of epicardial fat of left ventricle;sebaceous gland cell,
PLK1,ENSG00000166851,3,3,Serine/threonine-protein kinase PLK1,Nucleus;Chromosome,,
PLK4,ENSG00000142731,3,3,Serine/threonine-protein kinase PLK4,Cytoplasm,,
PLN,ENSG00000198523,2,2,Cardiac phospholamban (PLB),Endoplasmic reticulum membrane,muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;slow muscle cell;smooth muscle cell;vascular associated smooth muscle cell;smooth muscle cell of the pulmonary artery;uterine smooth muscle cell;myometrial cell;tracheobronchial smooth muscle cell;bronchial smooth muscle cell;smooth muscle cell of prostate;pericyte;renal interstitial pericyte;mural cell;kidney interstitial cell,
PLP2,ENSG00000102007,2,2,Proteolipid protein 2 (Differentiation-dependent protein A4) (Intestinal membrane A4 protein),Membrane,"professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human",
PLS3,ENSG00000102024,3,3,Plastin-3 (T-plastin),Cytoplasm,glioblast;Schwann cell precursor;epithelial cell of lung;type I pneumocyte,
PLSCR1,ENSG00000188313,3,3,Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease),Cell membrane,liver dendritic cell,
PLTP,ENSG00000100979,2,2,Phospholipid transfer protein (Lipid transfer protein II),Secreted,ciliated epithelial cell;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell;endosteal cell;alternatively activated macrophage;Hofbauer cell;keratocyte,
PLVAP,ENSG00000130300,2,2,Plasmalemma vesicle-associated protein (Fenestrated endothelial-linked structure protein) (Plasmalemma vesicle protein 1) (PV-1),Cell membrane,epithelial cell of stratum germinativum of esophagus;epithelial cell;squamous epithelial cell;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;kidney capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;gut endothelial cell;endothelial cell of vascular tree;endothelial cell of uterus;endocardial cell,
PLXDC1,ENSG00000161381,3,3,Plexin domain-containing protein 1 (Tumor endothelial marker 3) (Tumor endothelial marker 7),Secreted,epithelial cell of thymus;cerebral cortex endothelial cell;interneuron;bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;OFF-bipolar cell,
PLXNB2,ENSG00000196576,6,3,Plexin-B2 (MM1),Cell membrane,,SEMA4
PLXNC1,ENSG00000136040,3,3,Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232),Membrane,melanocyte;melanocyte of skin;granulocyte;neutrophil,SEMA7
PM20D1,ENSG00000162877,3,3,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,Secreted,sebaceous gland cell,
PM20D2,ENSG00000146281,3,3,Xaa-Arg dipeptidase,,,
PMAIP1,ENSG00000141682,2,2,Phorbol-12-myristate-13-acetate-induced protein 1 (PMA-induced protein 1) (Immediate-early-response protein APR) (Protein Noxa),Mitochondrion,stem cell of epidermis;epithelial cell of lacrimal sac;keratinocyte;urothelial cell;bladder urothelial cell;epithelial cell of uterus;cortical thymic epithelial cell;epidermal cell;conjunctival epithelial cell;naive regulatory T cell;bladder cell,
PMCH,ENSG00000183395,3,3,Pro-MCH,Secreted,"CD4-positive, CD25-positive, alpha-beta regulatory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;regulatory T cell",PMCH
PMFBP1,ENSG00000118557,3,3,Polyamine-modulated factor 1-binding protein 1 (PMF-1-binding protein),Cell projection,,
PML,ENSG00000140464,3,3,Protein PML (E3 SUMO-protein ligase PML),Nucleus;Nucleus,,
PMM2,ENSG00000140650,3,3,Phosphomannomutase 2 (PMM 2),Cytoplasm,,
PMP22,ENSG00000109099,2,2,Peripheral myelin protein 22 (PMP-22) (Growth arrest-specific protein 3) (GAS-3),Cell membrane,endosteal cell;Hofbauer cell;surface ectodermal cell;muscle cell;smooth muscle cell;connective tissue cell;fibroblast;keratocyte;fibroblast of lung;bronchus fibroblast of lung;tendon cell;chondrocyte;adventitial cell,
PMS1,ENSG00000064933,3,3,PMS1 protein homolog 1 (DNA mismatch repair protein PMS1),Nucleus,,
PMS2,ENSG00000122512,3,3,Mismatch repair endonuclease PMS2,Nucleus,,
PNMA1,ENSG00000176903,3,3,Paraneoplastic antigen Ma1 (37 kDa neuronal protein) (Neuron- and testis-specific protein 1),Nucleus,enteric smooth muscle cell;peripheral nervous system neuron,
PNMA2,ENSG00000240694,3,3,Paraneoplastic antigen Ma2 (40 kDa neuronal protein) (Onconeuronal antigen Ma2) (Paraneoplastic neuronal antigen MM2),Nucleus,PP cell,
PNOC,ENSG00000168081,3,3,Prepronociceptin,Secreted,B cell;IgG plasma cell;IgM plasma cell;cortical interneuron;cerebral cortex GABAergic interneuron,OPIOID
PNP,ENSG00000198805,2,2,Purine nucleoside phosphorylase (PNP),Cytoplasm,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;placental villous trophoblast;reticulocyte;enucleated reticulocyte,
PNPLA1,ENSG00000180316,3,3,Omega-hydroxyceramide transacylase,Cytoplasm,,
PNPLA2,ENSG00000177666,3,3,Patatin-like phospholipase domain-containing protein 2,Lipid droplet,respiratory goblet cell;tracheal goblet cell;Leydig cell;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,
PNPLA3,ENSG00000100344,3,3,1-acylglycerol-3-phosphate O-acyltransferase PNPLA3,Membrane,retinal pigment epithelial cell;epicardial adipocyte;sebaceous gland cell,
PNPLA6,ENSG00000032444,3,3,Patatin-like phospholipase domain-containing protein 6,Endoplasmic reticulum membrane,alveolar macrophage;lung macrophage;basophil,
PNPT1,ENSG00000138035,3,3,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",Cytoplasm,,
PODXL,ENSG00000128567,2,2,Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1),Apical cell membrane;Cell projection,endothelial tip cell;vasa recta descending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;fenestrated cell;glomerular endothelial cell;kidney glomerular epithelial cell;podocyte,SELL
POGLUT2,ENSG00000134901,3,3,Protein O-glucosyltransferase 2,Endoplasmic reticulum lumen,,
POGZ,ENSG00000143442,4,3,Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635),Nucleus,,
POLB,ENSG00000070501,3,3,DNA polymerase beta,Nucleus;Cytoplasm,,
POLD1,ENSG00000062822,3,3,DNA polymerase delta catalytic subunit,Nucleus,professional antigen presenting cell;dendritic cell;B cell,
POLDIP2,ENSG00000004142,3,3,Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38),Mitochondrion matrix,,
POLE,ENSG00000177084,3,3,DNA polymerase epsilon catalytic subunit A,Nucleus,,
POLH,ENSG00000170734,3,3,DNA polymerase eta,Nucleus,,
POLR2A,ENSG00000181222,3,3,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1),Nucleus,intestinal crypt stem cell of large intestine,
POLR2B,ENSG00000047315,3,3,DNA-directed RNA polymerase II subunit RPB2,Nucleus,,
POLR2C,ENSG00000102978,3,3,DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31),Nucleus,,
POLR2E,ENSG00000099817,3,3,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)",Nucleus,macrophage dendritic cell progenitor;pre-conventional dendritic cell,
POLR2G,ENSG00000168002,3,3,DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (DNA-directed RNA polymerase II subunit G) (RNA polymerase II 19 kDa subunit) (RPB19),Nucleus,,
POLR2H,ENSG00000163882,3,3,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)",Nucleus,fallopian tube secretory epithelial cell,
POLR2M,ENSG00000255529,3,3,DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A),Nucleus,,
POMC,ENSG00000115138,3,3,Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin),Secreted,Sertoli cell,MELANOCORTIN;OPIOID
POMGNT1,ENSG00000085998,3,3,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1)",Golgi apparatus membrane,,
POMT1,ENSG00000130714,3,3,Protein O-mannosyl-transferase 1,Endoplasmic reticulum membrane,,
PON1,ENSG00000005421,3,3,Serum paraoxonase/arylesterase 1 (PON 1),Secreted,,
PON2,ENSG00000105854,2,2,Serum paraoxonase/arylesterase 2 (PON 2),Membrane,skeletal muscle satellite stem cell;type I pneumocyte;cerebral cortex endothelial cell;skeletal muscle satellite cell;radial glial cell;forebrain radial glial cell,
POPDC3,ENSG00000132429,2,2,Popeye domain-containing protein 3 (Popeye protein 3),Membrane,,
POR,ENSG00000127948,3,3,NADPH--cytochrome P450 reductase (CPR) (P450R),Endoplasmic reticulum membrane,type I pneumocyte;hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;Leydig cell,
PORCN,ENSG00000102312,3,3,Protein-serine O-palmitoleoyltransferase porcupine,Endoplasmic reticulum membrane,,
POSTN,ENSG00000133110,4,5,Periostin (PN) (Osteoblast-specific factor 2) (OSF-2),Golgi apparatus,glioblast;Schwann cell precursor;neural crest cell;basal cell of epidermis;stem cell of epidermis;lung microvascular endothelial cell;lung endothelial cell;cardiac endothelial cell;endocardial cell;muscle cell;smooth muscle cell;glutamatergic neuron;pulmonary interstitial fibroblast;fibroblast of lung;bronchus fibroblast of lung;myofibroblast cell;interstitial cell of ovary;mesenchymal cell,PERIOSTIN
POTEF,ENSG00000196604,3,3,POTE ankyrin domain family member F (ANKRD26-like family C member 1B) (Chimeric POTE-actin protein),Cytoplasm,,
POTEI,ENSG00000196834,3,3,POTE ankyrin domain family member I,,,
POTEJ,ENSG00000222038,3,3,POTE ankyrin domain family member J,,,
POU1F1,ENSG00000064835,3,3,Pituitary-specific positive transcription factor 1 (PIT-1) (Growth hormone factor 1) (GHF-1),Nucleus,,
POU2AF1,ENSG00000110777,2,2,POU domain class 2-associating factor 1 (B-cell-specific coactivator OBF-1) (BOB-1) (OCA-B) (OCT-binding factor 1),Nucleus,mature B cell;memory B cell;germinal center B cell;plasmablast;IgA plasmablast;B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;pro-B cell;fraction A pre-pro B cell,
POU2F1,ENSG00000143190,3,3,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",Nucleus,,
POU2F2,ENSG00000028277,3,3,"POU domain, class 2, transcription factor 2 (Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2) (Octamer-binding protein 2) (Oct-2) (Octamer-binding transcription factor 2) (OTF-2)",Cytoplasm,"mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;germinal center B cell;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;B cell;peripheral blood mononuclear cell",
POU2F3,ENSG00000137709,3,3,"POU domain, class 2, transcription factor 3 (Octamer-binding protein 11) (Oct-11) (Octamer-binding transcription factor 11) (OTF-11) (Transcription factor PLA-1) (Transcription factor Skn-1)",Nucleus,basal cell of epidermis;stem cell of epidermis;brush cell;brush cell of trachebronchial tree;brush cell of bronchus;intestinal tuft cell;tuft cell of colon,
POU3F1,ENSG00000185668,3,3,"POU domain, class 3, transcription factor 1 (Octamer-binding protein 6) (Oct-6) (Octamer-binding transcription factor 6) (OTF-6) (POU domain transcription factor SCIP)",Nucleus,,
POU3F3,ENSG00000198914,2,2,"POU domain, class 3, transcription factor 3 (Brain-specific homeobox/POU domain protein 1) (Brain-1) (Brn-1) (Octamer-binding protein 8) (Oct-8) (Octamer-binding transcription factor 8) (OTF-8)",Nucleus,kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney loop of Henle epithelial cell;forebrain radial glial cell,
POU3F4,ENSG00000196767,3,3,"POU domain, class 3, transcription factor 4 (Brain-specific homeobox/POU domain protein 4) (Brain-4) (Brn-4) (Octamer-binding protein 9) (Oct-9) (Octamer-binding transcription factor 9) (OTF-9)",Nucleus,cortical interneuron;cerebral cortex GABAergic interneuron,
POU4F3,ENSG00000091010,3,3,"POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C)",Nucleus,neuron,
POU5F1,ENSG00000204531,3,3,"POU domain, class 5, transcription factor 1 (Octamer-binding protein 3) (Oct-3) (Octamer-binding protein 4) (Oct-4) (Octamer-binding transcription factor 3) (OTF-3)",Cytoplasm;Nucleus,,
PPARA,ENSG00000186951,3,3,Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1),Nucleus,centrilobular region hepatocyte;sebaceous gland cell,DHEA;DHEAS
PPARD,ENSG00000112033,3,3,Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta),Nucleus,,DHEAS
PPARG,ENSG00000132170,3,3,Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3),Nucleus;Cytoplasm,renal beta-intercalated cell;taste receptor cell;alveolar macrophage;lung macrophage;preadipocyte;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle;papillary tips cell;sebaceous gland cell,DHEAS
PPARGC1A,ENSG00000109819,3,3,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PGC-1-alpha) (PPAR-gamma coactivator 1-alpha) (PPARGC-1-alpha) (Ligand effect modulator 6),Nucleus,pigmented epithelial cell;pigmented ciliary epithelial cell;epithelial cell of sweat gland;white fat cell,
PPFIA1,ENSG00000131626,3,3,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),Cytoplasm,,
PPFIA3,ENSG00000177380,3,3,Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3),Cytoplasm,,
PPFIA4,ENSG00000143847,3,3,Liprin-alpha-4 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-4) (PTPRF-interacting protein alpha-4),Cytoplasm,,
PPIC,ENSG00000168938,2,2,Peptidyl-prolyl cis-trans isomerase C (PPIase C),Cytoplasm,endosteal cell;preosteoblast;reticular cell;osteoblast,
PPID,ENSG00000171497,3,3,Peptidyl-prolyl cis-trans isomerase D (PPIase D),Cytoplasm,,
PPIF,ENSG00000108179,2,2,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F)",Mitochondrion matrix,,
PPM1A,ENSG00000100614,3,3,Protein phosphatase 1A,Nucleus,,
PPM1D,ENSG00000170836,3,3,Protein phosphatase 1D,Nucleus,,
PPM1H,ENSG00000111110,3,3,Protein phosphatase 1H,Nucleus,kidney loop of Henle thin descending limb epithelial cell,
PPP1CA,ENSG00000172531,4,3,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A),Cytoplasm,large pre-B-II cell;pre-conventional dendritic cell,
PPP1R15B,ENSG00000158615,2,2,Protein phosphatase 1 regulatory subunit 15B,,,
PPP1R16B,ENSG00000101445,2,2,Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP),Cell membrane,,
PPP1R1B,ENSG00000131771,3,3,Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein),Cytoplasm,intestinal crypt stem cell;intestinal crypt stem cell of small intestine;intestinal crypt stem cell of colon;large intestine goblet cell;colon goblet cell;enteroendocrine cell of colon;intestinal tuft cell;tuft cell of colon;transit amplifying cell of colon;transit amplifying cell of small intestine;tracheobronchial serous cell,
PPP1R1C,ENSG00000150722,3,3,Protein phosphatase 1 regulatory subunit 1C (Inhibitor-5 of protein phosphatase 1) (IPP5),Cytoplasm,,
PPP1R37,ENSG00000104866,3,3,Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68),,,
PPP1R7,ENSG00000115685,4,4,Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22),Nucleus,,
PPP1R9B,ENSG00000108819,4,3,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),Cytoplasm,,
PPP2CA,ENSG00000113575,3,3,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha),Cytoplasm,,
PPP2R1A,ENSG00000105568,4,3,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),Cytoplasm,glioblast;Schwann cell precursor;ovarian surface epithelial cell,
PPP2R3A,ENSG00000073711,3,3,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha (PP2A subunit B isoform PR72/PR130) (PP2A subunit B isoform R3 isoform) (PP2A subunit B isoforms B''-PR72/PR130) (PP2A subunit B isoforms B72/B130) (Serine/threonine-protein phosphatase 2A 72/130 kDa regulatory subunit B),,kidney distal convoluted tubule epithelial cell;kidney cell,
PPP2R3C,ENSG00000092020,3,3,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (Protein phosphatase subunit G5PR) (Rhabdomyosarcoma antigen MU-RMS-40.6A/6C),Nucleus,,
PPP3CA,ENSG00000138814,2,2,Protein phosphatase 3 catalytic subunit alpha,Cytoplasm,renal beta-intercalated cell;luminal cell of prostate epithelium;stellate neuron;granule cell;cerebellar granule cell,
PPP4R1,ENSG00000154845,3,3,Serine/threonine-protein phosphatase 4 regulatory subunit 1,,corneal epithelial cell;conjunctival epithelial cell,
PPP4R4,ENSG00000119698,3,3,Serine/threonine-protein phosphatase 4 regulatory subunit 4,Cytoplasm,,
PRAME,ENSG00000185686,4,3,Melanoma antigen preferentially expressed in tumors (Opa-interacting protein 4) (OIP-4) (Preferentially expressed antigen of melanoma),Nucleus,glandular epithelial cell,
PRCP,ENSG00000137509,2,2,Lysosomal Pro-X carboxypeptidase,Lysosome,endothelial tip cell;retinal blood vessel endothelial cell;gut endothelial cell;endocardial cell;follicular dendritic cell,
PRDM1,ENSG00000057657,3,3,PR domain zinc finger protein 1,Nucleus,"plasmablast;IgA plasmablast;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;DN1 thymic pro-T cell",
PRDM10,ENSG00000170325,3,3,PR domain zinc finger protein 10,Nucleus,,
PRDM12,ENSG00000130711,3,3,PR domain zinc finger protein 12,Nucleus,,
PRDM13,ENSG00000112238,3,3,PR domain zinc finger protein 13,Nucleus,glycinergic neuron,
PRDM15,ENSG00000141956,3,3,PR domain zinc finger protein 15,Nucleus,,
PRDM6,ENSG00000061455,3,3,Putative histone-lysine N-methyltransferase PRDM6,Nucleus,tracheobronchial smooth muscle cell;pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;bronchus fibroblast of lung,
PREP,ENSG00000085377,3,3,Prolyl endopeptidase (PE),Cytoplasm,,
PREPL,ENSG00000138078,2,2,Prolyl endopeptidase-like,Cytoplasm,retinal ganglion cell,
PRF1,ENSG00000180644,2,2,Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein) (PFP),Cytolytic granule,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;exhausted T cell;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",
PRG2,ENSG00000186652,3,3,Bone marrow proteoglycan (BMPG) (Proteoglycan 2),Cytoplasmic vesicle,basophil;eosinophil;mast cell;promyelocyte;basophil mast progenitor cell;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,
PRG4,ENSG00000116690,2,2,Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan),Secreted,mesothelial cell of pleura;pancreatic D cell;endosteal cell;skin fibroblast;mesothelial fibroblast;tendon cell,
PRICKLE1,ENSG00000139174,3,3,Prickle-like protein 1 (REST/NRSF-interacting LIM domain protein 1),Nucleus membrane,fibroblast of cardiac tissue;kidney interstitial fibroblast;mesangial cell;fibro/adipogenic progenitor cell;kidney interstitial cell,
PRKAA1,ENSG00000132356,3,3,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1),Cytoplasm,,
PRKAA2,ENSG00000162409,3,3,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2),Cytoplasm,renal beta-intercalated cell,
PRKAB1,ENSG00000111725,3,3,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),,enteroendocrine cell of colon;lung secretory cell,
PRKACA,ENSG00000072062,3,3,cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha),Cytoplasm,,
PRKACB,ENSG00000142875,2,2,cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta),Cytoplasm,,
PRKAG1,ENSG00000181929,3,3,5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg),,,
PRKAG2,ENSG00000106617,2,2,5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2) (H91620p),,regular atrial cardiac myocyte,
PRKAR1A,ENSG00000108946,4,3,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1),Cell membrane,ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;endothelial tip cell;granulosa cell;ovarian surface epithelial cell;Leydig cell,
PRKCA,ENSG00000154229,2,2,Protein kinase C alpha type (PKC-A) (PKC-alpha),Cytoplasm,endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;Bergmann glial cell;Schwann cell;neuron;kidney interstitial fibroblast,
PRKCB,ENSG00000166501,2,2,Protein kinase C beta type (PKC-B) (PKC-beta),Cytoplasm,IgG memory B cell;IgG-negative class switched memory B cell;amacrine cell;stellate neuron,
PRKCD,ENSG00000163932,3,3,Protein kinase C delta type,Cytoplasm,,
PRKCE,ENSG00000171132,2,2,Protein kinase C epsilon type,Cytoplasm,renal beta-intercalated cell,
PRKCG,ENSG00000126583,3,3,Protein kinase C gamma type (PKC-gamma),Cytoplasm,,
PRKCH,ENSG00000027075,2,2,Protein kinase C eta type,Cytoplasm,"kidney capillary endothelial cell;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",
PRKCI,ENSG00000163558,3,3,Protein kinase C iota type,Cytoplasm,fallopian tube secretory epithelial cell,
PRKCQ,ENSG00000065675,3,3,Protein kinase C theta type,Cytoplasm;Cell membrane,,
PRKCZ,ENSG00000067606,3,3,Protein kinase C zeta type,Cytoplasm,type I pneumocyte;syncytiotrophoblast cell,
PRKD1,ENSG00000184304,3,3,Serine/threonine-protein kinase D1,Cytoplasm,mesothelial fibroblast,
