gene,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway,immune_specificity,immune_pathway,exclude_recommended,detection_pct_0041323,detection_pct_0041326
SAMHD1,ENSG00000101347,3,3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase),Nucleus,"CD14-positive, CD16-negative classical monocyte;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;liver dendritic cell;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;myeloid cell;promonocyte;Schwann cell",,0.952380952380952,FALSE,no,11.329,14.647
SATB1,ENSG00000182568,2,2,DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1),Nucleus matrix,"liver dendritic cell;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;early T lineage precursor;common lymphoid progenitor",,0.9,FALSE,no,8.1,7.843
SCIMP,ENSG00000161929,3,3,"SLP adapter and CSK-interacting membrane protein (SLP65/SLP76, Csk-interacting membrane protein)",Cell membrane,"memory B cell;germinal center B cell;CD14-positive, CD16-positive monocyte",,1,FALSE,no,0.857,1.262
SELPLG,ENSG00000110876,3,3,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),Membrane,"hematopoietic cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;non-classical monocyte;exhausted T cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",SELPLG,1,FALSE,no,0.678,0.869
SEMA4D,ENSG00000187764,3,3,Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100),Cell membrane,kidney loop of Henle thin descending limb epithelial cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell,SEMA4,0.857142857142857,FALSE,no,3.699,4.466
SEMA7A,ENSG00000138623,3,3,Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108),Cell membrane,trophoblast giant cell,SEMA7,1,FALSE,no,0.099,0.117
SEPTIN6,ENSG00000125354,3,3,Septin-6,Cytoplasm,"hematopoietic stem cell;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;immature T cell;thymocyte;double negative thymocyte;DN4 thymocyte;large pre-B-II cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",,0.866666666666667,FALSE,no,2.85,2.701
SEPTIN9,ENSG00000184640,5,3,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),Cytoplasm,mast cell;mucosal type mast cell;late pro-B cell;early lymphoid progenitor;papillary tips cell,,0.8,FALSE,no,17.655,17.64
SERPINB9,ENSG00000170542,3,3,Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9),Cytoplasm,"club cell;elicited macrophage;inflammatory macrophage;colon macrophage;follicular dendritic cell;Langerhans cell;myeloid dendritic cell, human;liver dendritic cell",,1,FALSE,no,0.938,1.154
SFXN1,ENSG00000164466,3,3,Sideroflexin-1,Mitochondrion inner membrane,"activated CD4-positive, alpha-beta T cell",,1,FALSE,no,4.065,3.965
SH2B2,ENSG00000160999,3,3,SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS),Cytoplasm,germinal center B cell,,1,FALSE,no,0.488,0.693
SH2D1A,ENSG00000183918,3,3,SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP),Cytoplasm,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;T follicular helper cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;type I NK T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;double negative T regulatory cell;CD16-negative, CD56-bright natural killer cell, human;pro-T cell;DN1 thymic pro-T cell",,0.85,FALSE,no,0.103,0.133
SH2D1B,ENSG00000198574,3,3,SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2),,"mature NK T cell;type I NK T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 3 innate lymphoid cell",,1,FALSE,no,0.044,0.04
SH2D2A,ENSG00000027869,2,2,SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein),Cytoplasm,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;regulatory T cell;exhausted T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell",,0.884615384615385,FALSE,no,0.677,0.39
SHFL,ENSG00000130813,3,3,Shiftless antiviral inhibitor of ribosomal frameshifting protein (SFL) (SHFL) (Interferon-regulated antiviral protein) (IRAV) (Repressor of yield of DENV protein) (RyDEN),Cytoplasm,"activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human",,1,FALSE,no,1.023,1.357
SHMT2,ENSG00000182199,3,3,"Serine hydroxymethyltransferase, mitochondrial (SHMT)",Mitochondrion,"B-1a B cell;activated CD4-positive, alpha-beta T cell;DN4 thymocyte;macrophage dendritic cell progenitor",,1,FALSE,no,16.398,19.342
SIAH1,ENSG00000196470,3,3,E3 ubiquitin-protein ligase SIAH1,Cytoplasm;Nucleus,syncytiotrophoblast cell,,1,FALSE,no,3.557,3.393
SIGLEC1,ENSG00000088827,3,3,Sialoadhesin (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169),Secreted,alveolar macrophage;immature innate lymphoid cell,SN,1,FALSE,no,1.061,1.089
SIGLEC6,ENSG00000105492,3,3,Sialic acid-binding Ig-like lectin 6 (Siglec-6) (CD33 antigen-like 1) (CDw327) (Obesity-binding protein 1) (OB-BP1) (CD antigen CD327),Secreted,"basophil;dendritic cell, human;mast cell",,1,FALSE,no,0.071,0.099
SIRPG,ENSG00000089012,3,3,Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g),Membrane,"CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;regulatory T cell;intraepithelial lymphocyte;DN4 thymocyte;double negative T regulatory cell",SIRP,0.857142857142857,FALSE,no,0.042,0.057
SLAMF1,ENSG00000117090,3,3,Signaling lymphocytic activation molecule (CDw150) (IPO-3) (SLAM family member 1) (CD antigen CD150),Cell membrane,"blood cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;regulatory T cell;intraepithelial lymphocyte;group 2 innate lymphoid cell",,0.8,FALSE,no,0.094,0.14
SLAMF7,ENSG00000026751,3,3,SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319),Membrane,"plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;plasmablast;IgG plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell",,1,FALSE,no,0.174,0.478
SLC11A1,ENSG00000018280,2,2,Natural resistance-associated macrophage protein 1 (NRAMP 1) (Solute carrier family 11 member 1),Late endosome membrane,"phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;alveolar macrophage;microglial cell;mature microglial cell;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;blood cell;granulocyte;basophil;neutrophil;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;immature innate lymphoid cell;myeloid cell",,0.962962962962963,FALSE,no,0.151,0.199
SLC18A2,ENSG00000165646,3,3,Synaptic vesicular amine transporter (Monoamine transporter) (Solute carrier family 18 member 2) (Vesicular amine transporter 2) (VAT2),Cytoplasmic vesicle,basophil;eosinophil;mast cell;mucosal type mast cell,5-HT;Adrenaline;Noradrenaline;Dopamine,1,FALSE,no,0.949,0.255
SLC19A1,ENSG00000173638,2,2,Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1),Cell membrane,syncytiotrophoblast cell,,1,FALSE,no,0.22,0.253
SLC29A1,ENSG00000112759,3,3,"Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)",Basolateral cell membrane,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;primitive red blood cell",Adenosine,0.833333333333333,TRUE,no,11.521,14.179
SLC29A3,ENSG00000198246,3,3,Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3),Lysosome membrane,,Adenosine,,TRUE,no,1.585,2.132
SLC7A7,ENSG00000155465,3,3,Y+L amino acid transporter 1 (Monocyte amino acid permease 2) (MOP-2) (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1),Basolateral cell membrane,"phagocyte;alveolar macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;peripheral blood mononuclear cell;myeloid cell",,0.923076923076923,FALSE,no,2.458,2.81
SLC9A3R1,ENSG00000109062,3,3,,,"T-helper 17 cell;CD8-positive, alpha-beta cytotoxic T cell;exhausted T cell;CD16-positive, CD56-dim natural killer cell, human;group 2 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,0.833333333333333,FALSE,no,10.691,10.44
SLCO2B1,ENSG00000137491,2,2,Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9),Cell membrane,cerebral cortex endothelial cell;phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;Kupffer cell;alveolar macrophage;central nervous system macrophage;microglial cell;mature microglial cell;lung macrophage;follicular dendritic cell;professional antigen presenting cell;immature innate lymphoid cell,,0.933333333333333,FALSE,no,6.425,8.594
SLFN5,ENSG00000166750,2,2,Schlafen family member 5,,"memory regulatory T cell;CD8-positive, alpha-beta cytokine secreting effector T cell",,1,FALSE,no,3.048,3.097
SMAP2,ENSG00000084070,2,2,Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like),Cytoplasm,"granulocyte;neutrophil;mature conventional dendritic cell;memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive regulatory T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;type I NK T cell;DN3 thymocyte;DN4 thymocyte;immature natural killer cell;immature innate lymphoid cell;DN1 thymic pro-T cell",,1,FALSE,no,6.121,7.156
SMARCA2,ENSG00000080503,3,3,Probable global transcription activator SNF2L2,Nucleus,immature natural killer cell,,1,FALSE,no,11.924,11.844
SMC1A,ENSG00000072501,3,3,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8),Nucleus,common dendritic progenitor;macrophage dendritic cell progenitor;hematopoietic precursor cell;myeloid lineage restricted progenitor cell,,1,FALSE,no,13.284,11.154
SMC3,ENSG00000108055,3,3,Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP),Nucleus,common dendritic progenitor;fraction A pre-pro B cell,,1,FALSE,no,12.615,13.699
SMC4,ENSG00000113810,2,2,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog),Nucleus,"double-positive, alpha-beta thymocyte;precursor B cell;large pre-B-II cell;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell",,0.833333333333333,FALSE,no,2.994,3.675
SMCHD1,ENSG00000101596,2,2,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1),Chromosome,granulocyte;neutrophil;IgG memory B cell;memory regulatory T cell,,1,FALSE,no,5.562,4.617
SMPD3,ENSG00000103056,3,3,Sphingomyelin phosphodiesterase 3,Golgi apparatus membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;gamma-delta T cell;immature T cell;thymocyte;osteoblast",,0.888888888888889,FALSE,no,0.259,0.404
SNHG17,ENSG00000196756,2,2,,,common myeloid progenitor,,1,FALSE,no,0.599,0.678
SNRPD3,ENSG00000100028,3,3,Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3),Cytoplasm,bone marrow cell;granulocyte monocyte progenitor cell;professional antigen presenting cell;dendritic cell;primitive red blood cell;macrophage dendritic cell progenitor;basophil mast progenitor cell,,0.714285714285714,FALSE,no,8.306,5.661
SORL1,ENSG00000137642,2,2,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA),Golgi apparatus membrane,macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;granulocyte;neutrophil;T-helper 17 cell,APP,0.857142857142857,FALSE,no,3.63,3.982
SP110,ENSG00000135899,3,3,Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110),Nucleus,"plasmacytoid dendritic cell, human;dendritic cell, human;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;B cell",,1,FALSE,no,2.55,3.45
SP140,ENSG00000079263,3,3,Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa),Nucleus,mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;plasmablast;B cell,,1,FALSE,no,0.369,0.483
SPI1,ENSG00000066336,2,2,Transcription factor PU.1 (31 kDa-transforming protein),Nucleus,"phagocyte;colon macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;osteoclast;hematopoietic cell;granulocyte;leukocyte;professional antigen presenting cell;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;peripheral blood mononuclear cell;myeloid cell;promonocyte;pre-conventional dendritic cell;early T lineage precursor",,0.892857142857143,FALSE,no,1.933,2.705
SRD5A3,ENSG00000128039,4,4,Polyprenol reductase,Endoplasmic reticulum membrane,club cell,,1,FALSE,no,2.678,2.248
SREBF1,ENSG00000072310,3,3,Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1),Nucleus,white fat cell;brown fat cell,,1,FALSE,no,4.25,6.194
SSRP1,ENSG00000149136,3,3,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),Nucleus,macrophage dendritic cell progenitor,,1,FALSE,no,16.8,18.001
STK11,ENSG00000118046,3,3,Serine/threonine-protein kinase STK11,Nucleus;Cytoplasm;Membrane,mast cell;mucosal type mast cell,,1,FALSE,no,7.671,8.98
STK4,ENSG00000101109,2,2,Serine/threonine-protein kinase 4,Cytoplasm;Nucleus,"liver dendritic cell;IgG memory B cell;IgG-negative class switched memory B cell;CD4-positive helper T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mature NK T cell;type I NK T cell;DN3 thymocyte;immature natural killer cell;DN1 thymic pro-T cell",,1,FALSE,no,2.164,2.86
STS,ENSG00000101846,3,3,Steryl-sulfatase,Cytoplasmic vesicle,lung goblet cell;trophoblast giant cell,,1,FALSE,no,2.756,1.236
SYVN1,ENSG00000162298,3,3,E3 ubiquitin-protein ligase synoviolin,Endoplasmic reticulum membrane,germinal center B cell;plasmablast;precursor B cell;small pre-B-II cell;pre-B-I cell;plasma cell;IgG plasma cell,,1,FALSE,no,7.591,10.407
TAB2,ENSG00000055208,2,2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2),Membrane,central nervous system macrophage,,1,FALSE,no,8.563,8.368
TAP1,ENSG00000168394,3,3,Antigen peptide transporter 1 (APT1),Endoplasmic reticulum membrane,"leukocyte;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;plasmablast;mononuclear cell;alpha-beta T cell;mature alpha-beta T cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mucosal invariant T cell;mature T cell;exhausted T cell;pre-conventional dendritic cell",,0.857142857142857,FALSE,no,4.706,5.339
TAP2,ENSG00000204267,3,3,Antigen peptide transporter 2 (APT2),Endoplasmic reticulum membrane,CD141-positive myeloid dendritic cell,,1,FALSE,no,3.737,4.715
TBX15,ENSG00000092607,3,3,T-box transcription factor TBX15 (T-box protein 15) (T-box transcription factor TBX14) (T-box protein 14),Nucleus,white fat cell,,1,FALSE,no,0.055,0.014
TBXAS1,ENSG00000059377,2,2,Thromboxane-A synthase (TXA synthase) (TXS),Endoplasmic reticulum membrane,"phagocyte;macrophage;tissue-resident macrophage;Kupffer cell;alveolar macrophage;central nervous system macrophage;microglial cell;mature microglial cell;colon macrophage;lung macrophage;professional antigen presenting cell;myeloid leukocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;immature innate lymphoid cell;myeloid cell",,1,FALSE,no,1.22,2.291
TCF3,ENSG00000071564,3,3,Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1),Nucleus,precursor B cell;late pro-B cell;lymphoid lineage restricted progenitor cell;pro-B cell,,0.75,FALSE,no,3.231,2.699
TCOF1,ENSG00000070814,2,2,Treacle protein (Treacher Collins syndrome protein),Nucleus,IgG memory B cell;IgG-negative class switched memory B cell,,1,FALSE,no,3.238,3.421
TDRD3,ENSG00000083544,3,3,Tudor domain-containing protein 3,Cytoplasm,basophil,,1,FALSE,no,11.568,12.593
TENT5C,ENSG00000183508,3,3,Terminal nucleotidyltransferase 5C,Nucleus,"erythrocyte;enucleate erythrocyte;plasmablast;IgG plasmablast;IgA plasmablast;alpha-beta T cell;mature alpha-beta T cell;naive regulatory T cell;mucosal invariant T cell;mature T cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;decidual natural killer cell, human;erythroid lineage cell;reticulocyte;enucleated reticulocyte;DN1 thymic pro-T cell;tracheobronchial serous cell",,0.7,FALSE,no,13.15,16.11
TGFB2,ENSG00000092969,3,3,Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF),Secreted,type I pneumocyte,TGFb,0,TRUE,no,2.892,3.27
TGFB3,ENSG00000119699,3,3,Transforming growth factor beta-3 proprotein,Secreted,,TGFb,,TRUE,no,9.565,4.734
TGFBR1,ENSG00000106799,2,2,TGF-beta receptor type-1 (TGFR-1),Cell membrane,kidney collecting duct principal cell;renal principal cell;microglial cell;mature microglial cell,TGFb;GDF;MSTN,0.5,TRUE,no,7.479,7.001
TGFBR2,ENSG00000163513,2,2,TGF-beta receptor type-2 (TGFR-2),Cell membrane,retinal blood vessel endothelial cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;surface ectodermal cell,TGFb;GDF,0,TRUE,no,19.206,21.814
THEMIS,ENSG00000172673,2,2,Protein THEMIS (Thymocyte-expressed molecule involved in selection),Cytoplasm,"T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;mature T cell;immature T cell;thymocyte;lymphoid lineage restricted progenitor cell",,0.928571428571429,FALSE,no,0.073,0.156
THEMIS2,ENSG00000130775,2,2,Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2),Nucleus,"phagocyte;alveolar macrophage;lung macrophage;dendritic cell;conventional dendritic cell;myeloid dendritic cell, human;dendritic cell, human;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell",,1,FALSE,no,1.668,2.645
THY1,ENSG00000154096,3,3,Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90),Cell membrane,glioblast;Schwann cell precursor;interstitial cell of Cajal;pancreatic D cell;epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell;follicular dendritic cell;neuron;glycinergic neuron,THY1;ADGRE,0.1,TRUE,no,4.527,3.897
TIMD4,ENSG00000145850,3,3,T-cell immunoglobulin and mucin domain-containing protein 4 (TIMD-4) (T-cell immunoglobulin mucin receptor 4) (TIM-4) (T-cell membrane protein 4),Cell membrane,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",,1,FALSE,no,0.03,0.015
TKT,ENSG00000163931,2,2,Transketolase (TK),,late pro-B cell;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;hematopoietic multipotent progenitor cell;early lymphoid progenitor;pro-B cell;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,,0.727272727272727,FALSE,no,44.914,42.653
TKTL1,ENSG00000007350,3,3,Transketolase-like protein 1,Cytoplasm,"innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human;forebrain radial glial cell",,0.75,FALSE,no,0.044,0.019
TLR10,ENSG00000174123,3,3,Toll-like receptor 10 (CD antigen CD290),Membrane,memory B cell;follicular B cell,,1,FALSE,no,0.094,0.088
TLR2,ENSG00000137462,2,2,Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282),Membrane,phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;granulocyte;neutrophil;myeloid leukocyte;myeloid cell,,1,FALSE,no,1.746,2.352
TMEM109,ENSG00000110108,3,3,Transmembrane protein 109 (Mitsugumin-23) (Mg23),Nucleus outer membrane,pre-conventional dendritic cell,,1,FALSE,no,6.205,4.903
TMIGD2,ENSG00000167664,3,3,Transmembrane and immunoglobulin domain-containing protein 2 (CD28 homolog) (Immunoglobulin and proline-rich receptor 1) (IGPR-1),Cell membrane,"CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;decidual natural killer cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,1,FALSE,no,0.024,0.019
TMPO,ENSG00000120802,3,3,"Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha)",Nucleus;Chromosome,"double-positive, alpha-beta thymocyte;DN4 thymocyte;precursor B cell;large pre-B-II cell;common dendritic progenitor;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell",,1,FALSE,no,8.587,8.686
TNFRSF10B,ENSG00000120889,3,3,Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262),Membrane,,TRAIL,,TRUE,no,8.196,8.887
TNFRSF13B,ENSG00000240505,3,3,Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267),Membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;follicular B cell;plasmablast;B cell;transitional stage B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell,APRIL;BAFF,1,FALSE,no,0.015,0.03
